financial_year,actual_revised_estimated,category,item,sector,ministry,type,amount,percent_of_gdp
2010,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,1602,0.005
2010,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),2384,0.007
2010,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,226,0.001
2010,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,7352,0.022
2011,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,9698,0.027
2011,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,1042,0.003
2011,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,1428,0.004
2011,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,1572,0.004
2011,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,3489,0.01
2011,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,453,0.001
2011,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,726,0.002
2011,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,349,0.001
2011,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,0,0
2011,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,0,0
2011,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,1721,0.005
2011,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,64,0
2011,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,525,0.001
2011,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,123,0
2011,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,469,0.001
2011,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,0,0
2011,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,10797,0.03
2011,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,479,0.001
2011,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,2947,0.008
2011,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,194,0.001
2011,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,344,0.001
2011,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,44,0
2011,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,380,0.001
2011,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,62,0
2011,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,464,0.001
2011,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,4003,0.011
2011,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,671,0.002
2011,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,2553,0.007
2011,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,160,0
2011,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,278,0.001
2011,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,617,0.002
2011,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,30,0
2011,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,123,0
2011,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,130,0
2011,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,318,0.001
2011,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,17,0
2011,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,273,0.001
2011,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,20,0
2011,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,2909,0.008
2011,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,5517,0.015
2011,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2011,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2011,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2011,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,12096,0.034
2011,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,6871,0.019
2011,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,1258,0.004
2011,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,353,0.001
2011,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,3902,0.011
2011,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",2133,0.006
2011,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,8687,0.024
2011,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,1920,0.005
2011,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,2373,0.007
2011,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,3175,0.009
2011,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,3307,0.009
2011,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,2112,0.006
2011,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),2587,0.007
2011,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,302,0.001
2011,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,7916,0.022
2012,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,9637,0.026
2012,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,860,0.002
2012,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,949,0.003
2012,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,1354,0.004
2012,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,4066,0.011
2012,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,605,0.002
2012,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,813,0.002
2012,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,352,0.001
2012,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,364,0.001
2012,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,95,0
2012,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,1739,0.005
2012,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,37,0
2012,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,430,0.001
2012,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,79,0
2012,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,497,0.001
2012,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,0,0
2012,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,11056,0.03
2012,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,468,0.001
2012,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,3266,0.009
2012,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,207,0.001
2012,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,355,0.001
2012,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,45,0
2012,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,456,0.001
2012,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,28,0
2012,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,502,0.001
2012,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,5414,0.015
2012,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,685,0.002
2012,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,2387,0.006
2012,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,227,0.001
2012,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,126,0
2012,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,631,0.002
2012,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,24,0
2012,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,163,0
2012,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,316,0.001
2012,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,326,0.001
2012,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,163,0
2012,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,259,0.001
2012,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,23,0
2012,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,1458,0.004
2012,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,7402,0.02
2012,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2012,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2012,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2012,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,12821,0.035
2012,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,7714,0.021
2012,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,1337,0.004
2012,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,539,0.001
2012,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,3768,0.01
2012,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",2142,0.006
2012,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,9038,0.024
2012,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,1803,0.005
2012,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,2305,0.006
2012,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,4309,0.012
2012,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,4342,0.012
2012,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,2572,0.007
2012,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),2708,0.007
2012,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,416,0.001
2012,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,7870,0.021
2013,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,10665,0.027
2013,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,973,0.003
2013,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,673,0.002
2013,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,901,0.002
2013,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,5044,0.013
2013,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,723,0.002
2013,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,958,0.002
2013,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,325,0.001
2013,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,1003,0.003
2013,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,212,0.001
2013,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,1598,0.004
2013,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,41,0
2013,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,336,0.001
2013,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,61,0
2013,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,666,0.002
2013,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,0,0
2013,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,11329,0.029
2013,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,422,0.001
2013,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,3522,0.009
2013,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,379,0.001
2013,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,382,0.001
2013,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,59,0
2013,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,496,0.001
2013,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,28,0
2013,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,555,0.001
2013,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,5504,0.014
2013,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,710,0.002
2013,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,1947,0.005
2013,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,267,0.001
2013,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,68,0
2013,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,711,0.002
2013,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,25,0
2013,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,167,0
2013,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,273,0.001
2013,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,352,0.001
2013,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,22,0
2013,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,290,0.001
2013,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,40,0
2013,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,2990,0.008
2013,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,5594,0.014
2013,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2013,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2013,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2013,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,12680,0.033
2013,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,7688,0.02
2013,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,1152,0.003
2013,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,530,0.001
2013,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,4182,0.011
2013,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",2189,0.006
2013,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,9513,0.025
2013,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,1655,0.004
2013,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,2379,0.006
2013,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,3930,0.01
2013,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,5248,0.014
2013,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,2722,0.007
2013,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),2903,0.007
2013,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,250,0.001
2013,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,8289,0.021
2014,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,10712,0.026
2014,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,886,0.002
2014,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,858,0.002
2014,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,1308,0.003
2014,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,5872,0.014
2014,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,1147,0.003
2014,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,1049,0.003
2014,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,427,0.001
2014,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,1335,0.003
2014,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,617,0.002
2014,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,1722,0.004
2014,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,62,0
2014,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,354,0.001
2014,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,148,0
2014,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,709,0.002
2014,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,0,0
2014,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,11867,0.029
2014,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,429,0.001
2014,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,4029,0.01
2014,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,438,0.001
2014,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,394,0.001
2014,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,40,0
2014,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,520,0.001
2014,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,37,0
2014,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,598,0.001
2014,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,5489,0.014
2014,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,729,0.002
2014,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,2102,0.005
2014,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,378,0.001
2014,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,296,0.001
2014,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,682,0.002
2014,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,44,0
2014,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,177,0
2014,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,434,0.001
2014,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,384,0.001
2014,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,23,0
2014,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,318,0.001
2014,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,38,0
2014,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,3856,0.01
2014,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,8500,0.021
2014,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2014,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2014,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2014,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,13371,0.033
2014,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,8927,0.022
2014,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,1126,0.003
2014,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,516,0.001
2014,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,4341,0.011
2014,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",2540,0.006
2014,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,10215,0.025
2014,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,1603,0.004
2014,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,2591,0.006
2014,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,2784,0.007
2014,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,6097,0.015
2014,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,3394,0.008
2014,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),3010,0.007
2014,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,324,0.001
2014,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,8738,0.022
2015,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,11236,0.026
2015,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,699,0.002
2015,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,1332,0.003
2015,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,1321,0.003
2015,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,7520,0.018
2015,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,1413,0.003
2015,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,1125,0.003
2015,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,567,0.001
2015,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,1795,0.004
2015,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,779,0.002
2015,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,2121,0.005
2015,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,111,0
2015,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,424,0.001
2015,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,144,0
2015,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,706,0.002
2015,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,0,0
2015,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,12672,0.03
2015,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,431,0.001
2015,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,4377,0.01
2015,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,506,0.001
2015,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,447,0.001
2015,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,19,0
2015,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,611,0.001
2015,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,25,0
2015,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,783,0.002
2015,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,10332,0.024
2015,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,783,0.002
2015,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,2398,0.006
2015,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,454,0.001
2015,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,153,0
2015,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,740,0.002
2015,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,53,0
2015,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,174,0
2015,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,319,0.001
2015,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,410,0.001
2015,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,47,0
2015,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,381,0.001
2015,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,38,0
